CoordX,CoordY
137137.5,454812.5
137962.5,454812.5
138212.5,454812.5
134987.5,454787.5
135862.5,454787.5
136587.5,454787.5
137812.5,454787.5
134887.5,454762.5
135237.5,454762.5
136062.5,454762.5
136137.5,454762.5
136712.5,454762.5
136887.5,454762.5
137037.5,454762.5
138737.5,454762.5
135962.5,454737.5
136137.5,454737.5
137712.5,454737.5
138512.5,454737.5
134887.5,454712.5
135087.5,454712.5
135862.5,454712.5
137012.5,454712.5
137062.5,454712.5
138662.5,454712.5
134862.5,454687.5
136812.5,454687.5
137187.5,454687.5
134587.5,454637.5
136362.5,454637.5
139037.5,454637.5
134437.5,454612.5
136487.5,454612.5
134912.5,454587.5
134962.5,454587.5
135137.5,454587.5
136812.5,454587.5
136987.5,454587.5
134462.5,454562.5
134512.5,454562.5
136012.5,454562.5
136237.5,454562.5
137112.5,454562.5
134862.5,454537.5
137062.5,454537.5
138112.5,454537.5
134712.5,454512.5
134962.5,454512.5
135012.5,454512.5
135112.5,454512.5
136037.5,454512.5
136637.5,454512.5
136887.5,454512.5
137937.5,454512.5
138512.5,454512.5
134912.5,454487.5
136462.5,454487.5
136562.5,454487.5
136162.5,454462.5
136987.5,454462.5
138237.5,454462.5
138287.5,454462.5
135237.5,454437.5
135387.5,454437.5
136162.5,454437.5
134937.5,454412.5
135137.5,454412.5
135387.5,454412.5
137187.5,454412.5
137737.5,454412.5
135137.5,454387.5
135387.5,454387.5
135737.5,454387.5
136412.5,454387.5
136537.5,454387.5
136887.5,454387.5
137512.5,454387.5
138337.5,454387.5
135737.5,454362.5
136362.5,454362.5
136687.5,454362.5
135537.5,454337.5
136437.5,454337.5
136837.5,454337.5
137837.5,454337.5
135437.5,454312.5
136387.5,454312.5
135412.5,454287.5
136562.5,454287.5
134862.5,454262.5
135387.5,454262.5
136662.5,454262.5
137612.5,454262.5
137912.5,454262.5
136837.5,454237.5
134662.5,454212.5
135787.5,454187.5
135837.5,454187.5
136312.5,454187.5
134737.5,454162.5
135262.5,454162.5
136462.5,454162.5
137212.5,454162.5
137937.5,454137.5
134762.5,454112.5
135912.5,454112.5
135937.5,454112.5
136262.5,454112.5
136462.5,454112.5
135487.5,454087.5
136462.5,454087.5
135287.5,454062.5
135512.5,454037.5
136637.5,454037.5
136712.5,454037.5
138362.5,454037.5
136212.5,454012.5
137262.5,454012.5
138512.5,454012.5
134962.5,453987.5
135437.5,453987.5
136912.5,453987.5
136462.5,453962.5
135962.5,453937.5
136287.5,453937.5
135962.5,453912.5
136562.5,453912.5
138162.5,453912.5
135937.5,453887.5
136512.5,453887.5
137187.5,453887.5
137337.5,453887.5
137637.5,453887.5
135837.5,453862.5
135887.5,453862.5
136912.5,453862.5
137612.5,453862.5
136362.5,453837.5
136662.5,453837.5
135537.5,453812.5
135587.5,453812.5
136912.5,453812.5
137037.5,453812.5
137237.5,453812.5
137012.5,453787.5
135787.5,453762.5
136487.5,453762.5
136337.5,453737.5
137662.5,453712.5
136487.5,453687.5
137037.5,453687.5
136362.5,453662.5
136587.5,453662.5
136912.5,453662.5
137262.5,453637.5
136662.5,453612.5
135937.5,453587.5
136412.5,453587.5
136962.5,453587.5
136262.5,453562.5
136637.5,453512.5
136287.5,453487.5
136737.5,453487.5
137012.5,453487.5
136837.5,453462.5
136962.5,453462.5
136312.5,453437.5
137112.5,453412.5
136687.5,453387.5
136812.5,453312.5
