CoordX,CoordY,x_initial
137287.5,458687.5,0.48122480211542906
137287.5,458662.5,0.2514408876740346
137237.5,458612.5,-0.04777017339167022
136087.5,458462.5,0.04215224760594527
136012.5,458437.5,-0.3256162718610732
136237.5,458387.5,-0.020748312167610417
136087.5,458362.5,-0.24001600390838185
136062.5,458337.5,0.41729004312626405
136137.5,458337.5,0.4604944095349135
136187.5,458337.5,0.2997274725866833
137012.5,458187.5,-0.34923446164812166
134812.5,458062.5,0.11912513709352013
137712.5,457662.5,-0.06640416644431746
137737.5,457637.5,-0.13269317496687116
137762.5,457637.5,0.1570788726952138
137787.5,457637.5,-0.2534834489372644
135587.5,457612.5,-0.2354726513614993
135712.5,457537.5,0.10520980572631211
134887.5,457412.5,0.29440623574031344
134862.5,457387.5,0.04646474725631733
134887.5,457387.5,0.22076477949588125
134912.5,457387.5,-0.2073508087646746
135087.5,457237.5,0.38963722541868906
135112.5,457187.5,-0.4545489354354285
135212.5,457162.5,0.14569466421366495
135312.5,457137.5,0.10814417666932552
136887.5,457137.5,0.03430396040136929
136912.5,457137.5,-0.20532366500873156
137812.5,457137.5,-0.49163836880097844
135162.5,457112.5,-0.4337769235018585
136887.5,457112.5,0.00426474849294145
135262.5,457062.5,0.37940897854740396
136362.5,456987.5,-0.46251375830770447
136362.5,456962.5,0.16863152859785224
135887.5,456937.5,-0.3212961380907281
136437.5,456837.5,0.11371564507237475
137412.5,456787.5,-0.4797583192763457
137337.5,456762.5,-0.36147686046618466
137737.5,456762.5,0.21003746202464468
137737.5,456712.5,-0.2165559206968406
137837.5,456687.5,-0.3660211884559621
135662.5,456637.5,-0.2040113370003107
136237.5,456587.5,0.21268867392335078
135737.5,456562.5,0.34132580923246314
136237.5,456562.5,0.21180142981535255
135862.5,456487.5,-0.24076484722196367
135837.5,456462.5,-0.4768819841587818
135887.5,456462.5,0.18260601454388603
135937.5,456437.5,0.31545102770476974
137362.5,456387.5,0.13075196601697636
137437.5,456387.5,-0.06745871910136203
136937.5,456362.5,0.22628026417020086
137337.5,456362.5,-0.2969582764879857
136487.5,456337.5,-0.007048093431941016
136812.5,456337.5,-0.3217962037816047
136662.5,456312.5,-0.37060360435793227
136687.5,456312.5,-0.08567492476791128
136487.5,456287.5,-0.10139720593704493
136662.5,456287.5,-0.23075751421820456
136662.5,456262.5,0.3852558120519871
135062.5,456212.5,-0.31300093350360325
135087.5,456212.5,-0.21555683925809443
136637.5,456162.5,0.43142355400342336
136737.5,456162.5,0.0737484562393872
136237.5,456137.5,0.35147207965254734
136462.5,456137.5,-0.3722747045320829
135487.5,456087.5,0.26002360890358533
136662.5,456087.5,0.3763025152357743
135537.5,456037.5,0.47001279986934896
135562.5,456037.5,-0.34318080315819155
136462.5,456037.5,-0.1878629005698209
136237.5,456012.5,0.17570742300288034
136512.5,456012.5,-0.08078834045895422
136612.5,456012.5,-0.2361952501871043
137387.5,456012.5,-0.24200165601151657
135537.5,455987.5,0.21086906125932536
136312.5,455987.5,-0.496854020270462
136737.5,455987.5,-0.38465286461632386
134712.5,455962.5,-0.24522596498119575
135487.5,455962.5,0.4571893533125859
135512.5,455962.5,0.44252438551866236
135537.5,455962.5,0.3868449112319534
135562.5,455962.5,-0.49422761007467186
136312.5,455962.5,-0.25795323229147893
137462.5,455962.5,-0.43941929485622555
137512.5,455962.5,0.4384754067248451
134737.5,455937.5,0.09084884912722824
134762.5,455937.5,-0.34216339276454266
135312.5,455937.5,-0.3670350069514128
135337.5,455937.5,-0.20728953798729333
135487.5,455937.5,0.1591787916061227
135537.5,455937.5,-0.20447375194258666
136287.5,455937.5,-0.08513152660308732
136362.5,455937.5,-0.1020541544603617
137487.5,455937.5,0.2690770212652377
136462.5,455912.5,-0.13452416179246118
136712.5,455912.5,0.10599022096952104
136887.5,455912.5,0.03453970665091588
136037.5,455887.5,0.22923099541917857
136387.5,455887.5,0.052938534723069086
136412.5,455887.5,-0.05059507450666856
136612.5,455887.5,-0.3321887161203456
134662.5,455862.5,0.18100227711676176
135587.5,455862.5,-0.14636354010425823
136087.5,455862.5,0.08498350767912821
135987.5,455837.5,-0.35230201654137594
135962.5,455812.5,0.41632474682736753
136037.5,455812.5,-0.21500826258799666
136162.5,455812.5,0.2077913500937565
136312.5,455812.5,-0.3800205072851047
136512.5,455812.5,-0.045311358268371404
136637.5,455812.5,0.3512837766626751
136712.5,455812.5,0.0415366553813159
136187.5,455787.5,-0.22298750865231964
136587.5,455787.5,0.36904306715828983
136662.5,455787.5,0.30119946081314464
136687.5,455787.5,0.019596281677205618
137712.5,455787.5,0.2974224904552073
136037.5,455762.5,0.296743896768658
136187.5,455762.5,-0.06005742744851472
135962.5,455737.5,-0.44383432173102455
135987.5,455737.5,-0.2644658961756443
137712.5,455737.5,0.016836551804001898
137737.5,455737.5,0.20338338577438753
135812.5,455712.5,-0.28801432809730176
136062.5,455712.5,0.1333833404471978
137737.5,455712.5,-0.3314475472520173
135012.5,455687.5,-0.02896996961615539
135912.5,455687.5,0.2699963869590918
136237.5,455687.5,-0.3223427260096752
136787.5,455687.5,-0.3757923800184537
137762.5,455687.5,0.23097963103673336
135937.5,455662.5,0.01490583693387082
136037.5,455662.5,-0.3930192581741552
136062.5,455662.5,0.2337513589643213
136737.5,455662.5,0.44806907439980226
137812.5,455662.5,0.09188185748525868
136012.5,455612.5,0.40526953201867166
134287.5,455487.5,0.2332578311181528
134312.5,455487.5,0.005175809021460642
134337.5,455412.5,-0.2530655064427054
137112.5,455412.5,-0.07897053401687903
138237.5,455212.5,-0.2597599156945066
135937.5,455112.5,-0.22359445021254176
136912.5,455087.5,-0.08194883722342328
136912.5,455062.5,0.1114272374746691
136912.5,455012.5,-0.057718545082380834
136937.5,455012.5,0.23702357873673907
136912.5,454962.5,-0.3321201108660685
138112.5,454962.5,-0.13241221792439128
136912.5,454937.5,-0.10823855442256436
136937.5,454937.5,-0.29254863326016056
137662.5,454937.5,0.2637701343080989
137712.5,454937.5,-0.4267724668942269
136937.5,454912.5,0.040224511297092924
137662.5,454912.5,0.07759444072000365
136162.5,454762.5,0.136026982194296
136837.5,454562.5,0.47866042692727206
138337.5,454537.5,-0.048837567752876954
138362.5,454537.5,-0.3994810422703351
136387.5,454462.5,-0.49883682105843885
136312.5,454387.5,0.4805967038427684
136312.5,454362.5,0.24809598423168833
136287.5,454337.5,0.3053051773500951
136312.5,454337.5,0.41037578466389335
136787.5,454287.5,-0.47443276977901827
136262.5,454262.5,0.016233940153870585
136287.5,454137.5,0.3411599684322586
136837.5,454137.5,-0.119987436126607
134862.5,454112.5,-0.39339736963812555
134887.5,454112.5,-0.13892330887219517
134962.5,454087.5,-0.38622600671939633
135012.5,454062.5,-0.1804346160461766
135037.5,454062.5,-0.014228424770307724
134887.5,454037.5,0.29347503102245565
134937.5,454037.5,-0.3830979171210178
134987.5,454037.5,-0.44882146771136855
134937.5,454012.5,0.029232285787684553
136612.5,453962.5,0.08641735101212167
136912.5,453862.5,0.2552028904843979
136987.5,453862.5,-0.3252229739064789
136937.5,453837.5,-0.12389884762852166
136962.5,453837.5,0.38876986515338696
136937.5,453812.5,-0.4467124284704084
137037.5,453812.5,0.2756944945786096
136987.5,453787.5,-0.47638434691956744
137012.5,453787.5,-0.10307305941225986
137012.5,453762.5,0.4530520797815436
136237.5,453737.5,0.22359388046687023
136712.5,453412.5,-0.27646463541462085
